"Z";"Line Name";"Comment";"line keV";"tube KV";"Filter";"Ref Sample";"Ref Line";"Calib.";"Collimator";"Crystal";"Detector";"2Th-Peak";"2Th-Bkg";"LLD";"ULD"
14;"Si KA1-HR-Min";"L";1,74;40;;"QuantExpress-SQ3";"Si KA1-HR-Min/L";"*";0,23;"PET";"Gas";"108,992*";110,229;60,83;142,9
14;"Si KA1-HR-Tr";;1,74;30;;"QuantExpress-SQ3";"Si KA1-HR-Tr";"C,D,*";0,23;"PET";"Gas";109,014;;60;140
14;"Si KA1-HR-Tr";"Ca_Nd_karb";1,74;30;;"QuantExpress-SQ3";"Si KA1-HR-Tr";"C,D";0,23;"PET";"Gas";109,014;;60;140
14;"Si KA1-HR-Tr";"QE";1,74;30;;;;;0,23;"PET";"Gas";109,014;95;60;140
14;"Si KA1-HR-Tr";"Sn_IZK";1,74;30;;"QuantExpress-SQ3";"Si KA1-HR-Tr";"C,D";0,23;"PET";"Gas";109,014;;60;140
14;"Si KA1-HS-Min";;1,74;30;;"QuantExpress-SQ3";"Si KA1-HS-Min";"C,D,*";0,46;"PET";"Gas";109,014;;50;150
14;"Si KA1-HS-Min";"Ca_Nd_karb";1,74;30;;"Rekal-CDO-3";"Si KA1-HS-Min/Ca_Nd_karb";"C,D";0,46;"PET";"Gas";"109,008*";110,352;50;150
14;"Si KA1-HS-Min";"veg";1,74;30;;"QuantExpress-SQ3";"Si KA1-HS-Min/veg";"*";0,46;"PET";"Gas";109,014;110,568;65,83;139,2
14;"Si KA1-HS-Tr";;1,74;30;;"QuantExpress-SQ3";"Si KA1-HS-Tr";"C,D,*";0,46;"PET";"Gas";109,014;;60;140
14;"Si KA1-Maj";;1,74;30;;"QuantExpress-SQ3";"Si KA1-Maj";"C,D,*";0,23;"PET";"Gas";109,014;;35;300
14;"Si KA1-Maj";"Ca_Nd_karb";1,74;30;;"Rekal-MSAN-1";"Si KA1-Maj/Ca_Nd_karb";"D-";0,23;"PET";"Gas";"109,007*";;35;172,9
14;"Si KA1-Maj";"granit";1,74;40;;;;;0,23;"PET";"Gas";"108,980*";110,25;47,08;137,1
14;"Si KA1-Maj";"granit new";1,74;30;;"QuantExpress-SQ3";"Si KA1-Maj";"C,D";0,23;"PET";"Gas";109,014;;35;300
14;"Si KA1-Maj";"Oxid_IZK";1,74;40;;;;;0,23;"PET";"Gas";109,014;110,1;55,83;139,2
14;"Si KA1";"S8-Check";1,74;30;;"DC_S8-Check-STG";"Si KA1/S8-Check";"D-";0,23;"PET";"Gas";"109,000*";;40;250
14;"Si KB1-HR-Tr";"El";1,835;30;;"QuantExpress-SQ3";"Si KA1-HR-Tr";"C,D";0,23;"PET";"Gas";101,065;;60;140
14;"Si KB1-HR-Tr";"Ox";1,833;30;;"QuantExpress-SQ3";"Si KA1-HR-Tr";"C,D";0,23;"PET";"Gas";101,265;;60;140
14;"Si KB1-HS-Min";;1,837;30;;"QuantExpress-SQ3";"Si KA1-HS-Min";"C,D";0,46;"PET";"Gas";100,932;;50;150
14;"Si KB1-HS-Tr";;1,837;30;;"QuantExpress-SQ3";"Si KA1-HS-Tr";"C,D";0,46;"PET";"Gas";100,932;;60;140
62;"Sm LA1-ALT-Min";;5,635;60;;"QuantExpress-SQ1";"Mn KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";101,142;;50;150
62;"Sm LA1-ALT-Tr";;5,635;60;;"QuantExpress-SQ1";"Mn KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";101,142;;60;140
62;"Sm LA1-HR-Min";;5,635;60;;"QuantExpress-SQ1";"Mn KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";66,251;;50;150
62;"Sm LA1-HR-Tr";;5,635;60;;"QuantExpress-SQ1";"Mn KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";66,251;;60;140
62;"Sm LA1-HS-Min";;5,635;60;;"QuantExpress-SQ1";"Mn KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";66,251;;50;150
62;"Sm LA1-HS-Tr";;5,635;60;;"QuantExpress-SQ1";"Mn KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";66,251;;60;140
62;"Sm LB1-ALT-Min";;6,203;60;;"QuantExpress-SQ1";"Mn KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";89,134;;50;150
62;"Sm LB1-ALT-Tr";;6,203;60;;"QuantExpress-SQ1";"Mn KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";89,134;;60;140
62;"Sm LB1-HR-Min";;6,203;60;;"QuantExpress-SQ1";"Mn KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";59,533;;50;150
62;"Sm LB1-HR-Tr";;6,203;60;;"QuantExpress-SQ1";"Mn KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";59,533;;60;140
62;"Sm LB1-HS-Min";;6,203;60;;"QuantExpress-SQ1";"Mn KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";59,533;;50;150
62;"Sm LB1-HS-Tr";;6,203;60;;"QuantExpress-SQ1";"Mn KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";59,533;;60;140
62;"Sm MA1-HR-Min";;1,085;30;;"QuantExpress-SQ2";"Na KA1-HR-Min";"C,D,*";0,23;"XS-55";"Gas";23,723;;50;150
62;"Sm MA1-HR-Tr";;1,085;30;;"QuantExpress-SQ2";"Na KA1-HR-Tr";"C,D,*";0,23;"XS-55";"Gas";23,723;;50;150
62;"Sm MA1-HS-Min";;1,085;30;;"QuantExpress-SQ2";"Na KA1-HS-Min";"C,D,*";0,46;"XS-55";"Gas";23,723;;50;150
62;"Sm MA1-HS-Tr";;1,085;30;;"QuantExpress-SQ2";"Na KA1-HS-Tr";"C,D,*";0,46;"XS-55";"Gas";23,723;;50;150
50;"Sn KA1-ALT-Min";;25,27;60;;"QuantExpress-SQ2";"Sb KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";19,841;;50;150
50;"Sn KA1-ALT-Tr";;25,27;60;;"QuantExpress-SQ2";"Sb KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";19,841;;60;140
50;"Sn KA1-ALT-Tr";"Sn_IZK";25,27;60;;"QuantExpress-SQ2";"Sb KA1-ALT-Tr";"C,D";0,23;"LiF220";"Sci.";19,841;;60;140
50;"Sn KA1-HR-Min";;25,27;60;;"QuantExpress-SQ2";"Sb KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";14,006;;50;150
50;"Sn KA1-HR-Tr";;25,27;60;;"QuantExpress-SQ2";"Sb KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";14,006;;60;140
50;"Sn KA1-HS-Min";;25,27;60;;"QuantExpress-SQ2";"Sb KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";14,006;;50;150
50;"Sn KA1-HS-Min";"IZK";25,27;50;"Cu 300um";;;"*";0,17;"LiF200";"Sci.";"14,001*";14,53;50;150
50;"Sn KA1-HS-Tr";;25,27;60;;"QuantExpress-SQ2";"Sb KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";14,006;;60;140
50;"Sn KA1-Maj";;25,27;50;;"QuantExpress-SQ2";"Sb KA1-Maj";"C,D,*";0,23;"LiF200";"Sci.";14,006;;35;300
50;"Sn KA1";"GEO-QUANT";25,27;60;;"DC_AusMon";"Sn KA1/GEO-QUANT";"D-";0,23;"LiF220";"Sci.";"19,870*";"17,915; 20,576";50;150
50;"Sn KB1-ALT-Min";;28,47;60;;"QuantExpress-SQ2";"Sb KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";17,595;;50;150
50;"Sn KB1-ALT-Tr";;28,47;60;;"QuantExpress-SQ2";"Sb KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";17,595;;60;140
50;"Sn KB1-HR-Min";;28,47;60;;"QuantExpress-SQ2";"Sb KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";12,428;;50;150
50;"Sn KB1-HR-Tr";;28,47;60;;"QuantExpress-SQ2";"Sb KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";12,428;;60;140
50;"Sn KB1-HS-Tr";;28,47;60;;"QuantExpress-SQ2";"Sb KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";12,428;;60;140
50;"Sn KB1-Maj";;28,47;50;;"QuantExpress-SQ2";"Sb KA1-Maj";"C,D,*";0,23;"LiF200";"Sci.";12,428;;35;300
50;"Sn LA1-HR-Min";;3,444;50;;"QuantExpress-SQ3";"K  KA1-HR-Min";"C,D,*";0,23;"LiF200";"Gas";126,761;;50;150
50;"Sn LA1-HR-Tr";;3,444;50;;"QuantExpress-SQ3";"K  KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Gas";126,761;;60;140
50;"Sn LA1-HS-Min";;3,444;50;;"QuantExpress-SQ3";"K  KA1-HS-Min";"C,D,*";0,46;"LiF200";"Gas";126,761;;50;150
50;"Sn LA1-HS-Tr";;3,444;50;;"QuantExpress-SQ3";"K  KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Gas";126,761;;60;140
50;"Sn LB1-HR-Min";;3,663;50;;"QuantExpress-SQ2";"Ca KA1-HR-Min";"C,D,*";0,23;"LiF200";"Gas";114,405;;50;150
50;"Sn LB1-HR-Tr";;3,663;50;;"QuantExpress-SQ2";"Ca KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Gas";114,405;;60;140
50;"Sn LB1-HS-Min";;3,663;50;;"QuantExpress-SQ2";"Ca KA1-HS-Min";"C,D,*";0,46;"LiF200";"Gas";114,405;;50;150
50;"Sn LB1-HS-Tr";;3,663;50;;"QuantExpress-SQ2";"Ca KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Gas";114,405;;60;140
38;"Sr KA1-ALT-Min";;14,17;60;;"QuantExpress-SQ1";"Sr KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";"35,808*";;50;150
38;"Sr KA1-ALT-Tr";;14,17;60;;"QuantExpress-SQ1";"Sr KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";"35,810*";;60;140
38;"Sr KA1-ALT-Tr";"5elem";14,17;60;;"QuantExpress-SQ1";"Sr KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";"35,824*";"35,323; 36,440";60;140
38;"Sr KA1-HR-Min";;14,17;60;;"QuantExpress-SQ1";"Sr KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";"25,145*";;50;150
38;"Sr KA1-HR-Tr";;14,17;60;;"QuantExpress-SQ1";"Sr KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";25,119;;60;140
38;"Sr KA1-HR-Tr";"T";14,17;50;"Al 500um";;;"*";0,17;"LiF200";"Sci.";"25,138*";25,8;67,08;140
38;"Sr KA1-HR-Tr";"UTh-1";14,17;50;;;;"*";0,17;"LiF200";"Sci.";"25,143*";24,689;67,08;140
38;"Sr KA1-HS-Min";;14,17;60;;"QuantExpress-SQ1";"Sr KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";25,119;;50;150
38;"Sr KA1-HS-Tr";;14,17;60;;"QuantExpress-SQ1";"Sr KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";25,119;;60;140
38;"Sr KA1";"GEO-QUANT";14,17;60;;"DC_AusMon";"Sr KA1/GEO-QUANT";"D-";0,23;"LiF220";"Sci.";"35,833*";"32,874; 36,598";40;160
38;"Sr KB1-ALT-Min";;15,83;60;;"QuantExpress-SQ3";"Zr KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";31,919;;50;150
38;"Sr KB1-ALT-Tr";;15,83;60;;"QuantExpress-SQ3";"Zr KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";31,919;;60;140
38;"Sr KB1-HR-Min";;15,83;60;;"QuantExpress-SQ3";"Zr KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";22,437;;50;150
38;"Sr KB1-HR-Tr";;15,83;60;;"QuantExpress-SQ3";"Zr KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";22,437;;60;140
38;"Sr KB1-HS-Min";;15,83;60;;"QuantExpress-SQ3";"Zr KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";22,437;;50;150
38;"Sr KB1-HS-Tr";;15,83;60;;"QuantExpress-SQ3";"Zr KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";22,437;;60;140
38;"Sr LA1-HR";;1,806;30;;"QuantExpress-SQ3";"Si KA1-HR-Tr";"C,D,*";0,23;"PET";"Gas";103,319;;60;140
38;"Sr LA1-HS";;1,806;30;;"QuantExpress-SQ3";"Si KA1-HS-Tr";"C,D,*";0,46;"PET";"Gas";103,319;;60;140
38;"Sr LB1-HR";;1,872;30;;"QuantExpress-SQ3";"Si KA1-HR-Tr";"C,D,*";0,23;"PET";"Gas";98,387;;60;140
38;"Sr LB1-HS";;1,872;30;;"QuantExpress-SQ3";"Si KA1-HS-Tr";"C,D,*";0,46;"PET";"Gas";98,387;;60;140
73;"Ta LA1-ALT-Min";;8,146;60;;"QuantExpress-SQ1";"Zn KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";64,609;;50;150
73;"Ta LA1-ALT-Tr";;8,146;60;;"QuantExpress-SQ1";"Zn KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";64,609;;60;140
73;"Ta LA1-HR-Min";;8,146;60;;"QuantExpress-SQ1";"Zn KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";44,431;;50;150
73;"Ta LA1-HR-Min";"a";8,146;50;"Al 500um";;;"*";0,17;"LiF200";"Sci.";"44,435*";44,031;70;124,2
73;"Ta LA1-HR-Min";"L";8,146;50;;"QuantExpress-SQ1";"Ta LA1-HR-Min/L";"*";0,17;"LiF220";"Sci.";"64,644*";;50;162,1
73;"Ta LA1-HR-Tr";;8,146;60;;"QuantExpress-SQ1";"Zn KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";44,431;;60;140
73;"Ta LA1-HS-Min";;8,146;60;;"QuantExpress-SQ1";"Zn KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";44,431;;50;150
73;"Ta LA1-HS-Tr";;8,146;60;;"QuantExpress-SQ1";"Zn KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";44,431;;60;140
73;"Ta LA1-Maj";;8,146;50;;"QuantExpress-SQ1";"Zn KA1-Maj";"C,D,*";0,23;"LiF200";"Sci.";44,431;;35;300
73;"Ta LB1-ALT-Min";;9,342;60;;"QuantExpress-SQ1";"Zn KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";55,55;;50;150
73;"Ta LB1-ALT-Tr";;9,342;60;;"QuantExpress-SQ1";"Zn KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";55,55;;60;140
73;"Ta LB1-ALT-Tr";"L";9,342;50;;;;"*";0,17;"LiF220";"Sci.";55,55;55,1;60;140
73;"Ta LB1-HR-Min";;9,342;60;;"QuantExpress-SQ1";"Zn KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";38,5;;50;150
73;"Ta LB1-HR-Tr";;9,342;60;;"QuantExpress-SQ1";"Zn KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";38,5;;60;140
73;"Ta LB1-HR-Tr";"L";9,342;50;"Al 500um";;;"*";0,17;"LiF220";"Sci.";55,55;55,096;70;140
73;"Ta LB1-HS-Min";;9,342;60;;"QuantExpress-SQ1";"Zn KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";38,5;;50;150
73;"Ta LB1-HS-Tr";;9,342;60;;"QuantExpress-SQ1";"Zn KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";38,5;;60;140
73;"Ta LB1-Maj";;9,342;50;;"QuantExpress-SQ1";"Zn KA1-Maj";"C,D,*";0,23;"LiF200";"Sci.";38,5;;35;300
73;"Ta MA1,2-HR-Min";;1,709;30;;"QuantExpress-SQ3";"Si KA1-HR-Min";"C,D,*";0,23;"PET";"Gas";111,981;;50;150
73;"Ta MA1,2-HR-Tr";;1,709;30;;"QuantExpress-SQ3";"Si KA1-HR-Tr";"C,D,*";0,23;"PET";"Gas";111,981;;60;140,8
73;"Ta MA1,2-HS-Min";;1,709;30;;"QuantExpress-SQ3";"Si KA1-HS-Min";"C,D,*";0,46;"PET";"Gas";111,981;;50;150
73;"Ta MA1,2-HS-Tr";;1,709;30;;"QuantExpress-SQ3";"Si KA1-HS-Tr";"C,D,*";0,46;"PET";"Gas";111,981;;60;140
65;"Tb LA1-ALT-Min";;6,273;60;;"QuantExpress-SQ1";"Mn KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";87,887;;50;150
65;"Tb LA1-ALT-Tr";;6,273;60;;"QuantExpress-SQ1";"Mn KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";87,887;;60;140
65;"Tb LA1-HR-Min";;6,273;60;;"QuantExpress-SQ1";"Mn KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";58,807;;50;150
65;"Tb LA1-HR-Tr";;6,273;60;;"QuantExpress-SQ1";"Mn KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";58,807;;60;140
65;"Tb LA1-HS-Min";;6,273;60;;"QuantExpress-SQ1";"Mn KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";58,807;;50;150
65;"Tb LA1-HS-Tr";;6,273;60;;"QuantExpress-SQ1";"Mn KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";58,807;;60;140
65;"Tb LB1-ALT-Min";;6,978;60;;"QuantExpress-SQ2";"Co KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";77,197;;50;150
65;"Tb LB1-ALT-Tr";;6,978;60;;"QuantExpress-SQ2";"Co KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";77,197;;60;140
65;"Tb LB1-HR-Min";;6,978;60;;"QuantExpress-SQ2";"Co KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";52,382;;50;150
65;"Tb LB1-HR-Tr";;6,978;60;;"QuantExpress-SQ2";"Co KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";52,382;;60;140
65;"Tb LB1-HS-Min";;6,978;60;;"QuantExpress-SQ2";"Co KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";52,382;;50;150
65;"Tb LB1-HS-Tr";;6,978;60;;"QuantExpress-SQ2";"Co KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";52,382;;60;140
65;"Tb MA1-HR-Min";;1,248;30;;"QuantExpress-SQ3";"Mg KA1-HR-Min";"C,D,*";0,23;"XS-55";"Gas";20,622;;40;160
65;"Tb MA1-HR-Tr";;1,248;30;;"QuantExpress-SQ3";"Mg KA1-HR-Tr";"C,D,*";0,23;"XS-55";"Gas";20,622;;50;150
65;"Tb MA1-HS-Min";;1,248;30;;"QuantExpress-SQ3";"Mg KA1-HS-Min";"C,D,*";0,46;"XS-55";"Gas";20,622;;40;160
65;"Tb MA1-HS-Tr";;1,248;30;;"QuantExpress-SQ3";"Mg KA1-HS-Tr";"C,D,*";0,46;"XS-55";"Gas";20,622;;50;150
52;"Te KA1-ALT-Min";;27,47;60;;"QuantExpress-SQ2";"Sb KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";18,237;;50;150
52;"Te KA1-ALT-Tr";;27,47;60;;"QuantExpress-SQ2";"Sb KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";18,237;;60;140
52;"Te KA1-HR-Min";;27,47;60;;"QuantExpress-SQ2";"Sb KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";12,88;;50;150
52;"Te KA1-HR-Tr";;27,47;60;;"QuantExpress-SQ2";"Sb KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";12,88;;60;140
52;"Te KA1-HS-Min";;27,47;60;;"QuantExpress-SQ2";"Sb KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";12,88;48;50;150
52;"Te KA1-HS-Tr";;27,47;60;;"QuantExpress-SQ2";"Sb KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";12,88;;60;140
52;"Te KA1-Maj";;27,47;50;;"QuantExpress-SQ2";"Sb KA1-Maj";"C,D,*";0,23;"LiF200";"Sci.";12,88;;35;300
52;"Te KB1-ALT-Min";;30,97;60;;"QuantExpress-SQ2";"Sb KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";16,163;;50;150
52;"Te KB1-ALT-Tr";;30,97;60;;"QuantExpress-SQ2";"Sb KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";16,163;;60;140
52;"Te KB1-HR-Min";;30,97;60;;"QuantExpress-SQ2";"Sb KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";11,421;;50;150
52;"Te KB1-HR-Tr";;30,97;60;;"QuantExpress-SQ2";"Sb KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";11,421;;60;140
52;"Te KB1-HS-Min";;30,97;60;;"QuantExpress-SQ2";"Sb KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";11,421;;50;150
52;"Te KB1-HS-Tr";;30,97;60;;"QuantExpress-SQ2";"Sb KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";11,421;;60;140
52;"Te LA1-HR-Min";;3,77;50;;"QuantExpress-SQ2";"Ca KA1-HR-Min";"C,D,*";0,23;"LiF200";"Gas";109,507;;50;150
52;"Te LA1-HR-Tr";;3,77;50;;"QuantExpress-SQ2";"Ca KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Gas";109,507;;60;140
52;"Te LA1-HS-Min";;3,77;50;;"QuantExpress-SQ2";"Ca KA1-HS-Min";"C,D,*";0,46;"LiF200";"Gas";109,507;;50;150
52;"Te LA1-HS-Min";"PET";3,77;50;;"QuantExpress-SQ3";"K  KA1-HS-Min/PET";"C,D";0,46;"PET";"Gas";44,173;;50;150
52;"Te LA1-HS-Tr";;3,77;50;;"QuantExpress-SQ2";"Ca KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Gas";109,507;;60;140
52;"Te LA1-HS-Tr";"PET";3,77;50;;"QuantExpress-SQ3";"K  KA1-HS-Tr/PET";"C,D";0,46;"PET";"Gas";44,173;;60;140
52;"Te LB1-HR-Min";;4,029;50;;"QuantExpress-SQ2";"Ca KA1-HR-Min";"C,D,*";0,23;"LiF200";"Gas";99,671;;50;150
52;"Te LB1-HR-Tr";;4,029;50;;"QuantExpress-SQ2";"Ca KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Gas";99,671;;60;140
52;"Te LB1-HS-Min";;4,029;50;;"QuantExpress-SQ2";"Ca KA1-HS-Min";"C,D,*";0,46;"LiF200";"Gas";99,671;;50;150
52;"Te LB1-HS-Tr";;4,029;50;;"QuantExpress-SQ2";"Ca KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Gas";99,671;;60;140
90;"Th LA1-ALT-Min";;12,97;60;;"QuantExpress-SQ1";"Sr KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";39,225;;50;150
90;"Th LA1-ALT-Tr";;12,97;60;;"QuantExpress-SQ1";"Sr KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";39,225;;60;140
90;"Th LA1-HR-Min";;12,97;60;;"QuantExpress-SQ1";"Sr KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";27,477;;50;150
90;"Th LA1-HR-Tr";;12,97;60;;"QuantExpress-SQ1";"Sr KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";27,477;;60;140
90;"Th LA1-HR-Tr";"UTh";12,97;50;"Al 500um";;;"*";0,17;"LiF200";"Sci.";"27,463*";27,747;60;140
90;"Th LA1-HS-Min";;12,97;60;;"QuantExpress-SQ1";"Sr KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";27,477;;50;150
90;"Th LA1-HS-Min";"a";12,97;50;"Al 500um";"QuantExpress-SQ1";"Th LA1-HS-Min/a";"*";0,17;"LiF200";"Sci.";27,477;28,766;57,08;140,8
90;"Th LA1-HS-Tr";;12,97;60;;"QuantExpress-SQ1";"Sr KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";27,477;;60;140
90;"Th LA1";"GEO-QUANT";12,97;60;;"DC_AusMon";"Th LA1/GEO-QUANT";"D-";0,23;"LiF220";"Sci.";"39,175*";"36,598; 41,217";40;160
90;"Th LB1-ALT-Min";;16,2;60;;"QuantExpress-SQ3";"Zr KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";31,174;;50;150
90;"Th LB1-ALT-Tr";;16,2;60;;"QuantExpress-SQ3";"Zr KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";31,174;;60;140
90;"Th LB1-HR-Min";;16,2;60;;"QuantExpress-SQ3";"Zr KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";21,92;;50;150
90;"Th LB1-HR-Tr";;16,2;60;;"QuantExpress-SQ3";"Zr KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";21,92;;60;140
90;"Th LB1-HS-Min";;16,2;60;;"QuantExpress-SQ3";"Zr KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";21,92;;50;150
90;"Th LB1-HS-Tr";;16,2;60;;"QuantExpress-SQ3";"Zr KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";21,92;;60;140
90;"Th MA1-HR-Min";;2,992;30;;"QuantExpress-SQ3";"Si KA1-HR-Min";"C,D,*";0,23;"PET";"Gas";56,551;;50;150
90;"Th MA1-HR-Tr";;2,992;30;;"QuantExpress-SQ3";"Si KA1-HR-Tr";"C,D,*";0,23;"PET";"Gas";56,551;;60;140
90;"Th MA1-HS-Min";;2,992;30;;"QuantExpress-SQ3";"Si KA1-HS-Min";"C,D,*";0,46;"PET";"Gas";56,551;;50;150
90;"Th MA1-HS-Tr";;2,992;30;;"QuantExpress-SQ3";"Si KA1-HS-Tr";"C,D,*";0,46;"PET";"Gas";56,551;;60;140
22;"Ti KA1-HR-Min";;4,511;50;;"QuantExpress-SQ1";"Ti KA1-HR-Min";"C,D,*";0,23;"LiF200";"Gas";"86,147*";;50;150
22;"Ti KA1-HR-Min";"L";4,511;50;;"Rekal-MSAN-1";"Ti KA1-HR-Min/L";"D-,*";0,23;"LiF200";"Gas";"86,166*";85,22;70;134,2
22;"Ti KA1-HR-Min";"QE";4,511;50;;;;;0,23;"LiF200";"Gas";86,095;"75,999; 137,499";50;150
22;"Ti KA1-HR-Tr";;4,511;50;;"QuantExpress-SQ1";"Ti KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Gas";86,095;;60;140
22;"Ti KA1-HR-Tr";"Ca_Nd_karb";4,511;50;;"QuantExpress-SQ1";"Ti KA1-HR-Tr";"C,D";0,23;"LiF200";"Gas";86,095;;60;140
22;"Ti KA1-HR-Tr";"QE";4,511;50;;;;;0,23;"LiF200";"Gas";86,095;"75,999; 137,499";60;140
22;"Ti KA1-HS-Min";;4,511;50;;"QuantExpress-SQ1";"Ti KA1-HS-Min";"C,D,*";0,46;"LiF200";"Gas";86,095;;50;150
22;"Ti KA1-HS-Min";"granit";4,511;50;;;;;0,23;"LiF200";"Gas";"86,149*";85,202;77,92;125,8
22;"Ti KA1-HS-Min";"granit new";4,511;50;;"QuantExpress-SQ1";"Ti KA1-HS-Min";"C,D";0,46;"LiF200";"Gas";86,095;;50;150
