"Z";"Line Name";"Comment";"line keV";"tube KV";"Filter";"Ref Sample";"Ref Line";"Calib.";"Collimator";"Crystal";"Detector";"2Th-Peak";"2Th-Bkg";"LLD";"ULD"
80;"Hg LA1-ALT-Min";;9,978;60;;"QuantExpress-SQ2";"Pb LA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";51,736;;50;150
80;"Hg LA1-HR-Min";;9,978;60;;"QuantExpress-SQ2";"Pb LA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";35,96;;50;150
80;"Hg LA1-HR-Tr";;9,978;60;;"QuantExpress-SQ2";"Pb LA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";35,96;;60;140
80;"Hg LA1-HS-Min";;9,978;60;;"QuantExpress-SQ2";"Pb LA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";35,96;;50;150
80;"Hg LA1-HS-Tr";;9,978;60;;"QuantExpress-SQ2";"Pb LA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";35,96;;60;140
80;"Hg LB1-ALT-Min";;11,82;60;;"QuantExpress-SQ2";"Pb LA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";43,217;;50;150
80;"Hg LB1-ALT-Tr";;11,82;60;;"QuantExpress-SQ2";"Pb LA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";43,217;;60;140
80;"Hg LB1-HR-Min";;11,82;60;;"QuantExpress-SQ2";"Pb LA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";30,206;;50;150
80;"Hg LB1-HR-Tr";;11,82;60;;"QuantExpress-SQ2";"Pb LA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";30,206;;60;140
80;"Hg LB1-HR-Tr";"FON";11,82;50;"Al 500um";;;"*";0,17;"LiF200";"Sci.";"29,001*";;60;140
80;"Hg LB1-HR-Tr";"UTh";11,82;50;"Al 500um";;;"*";0,17;"LiF200";"Sci.";"29,001*";;60;140
80;"Hg LB1-HS-Min";;11,82;60;;"QuantExpress-SQ2";"Pb LA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";30,206;;50;150
80;"Hg LB1-HS-Tr";;11,82;60;;"QuantExpress-SQ2";"Pb LA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";30,206;;60;140
80;"Hg MA1-HR-Min";;2,192;30;;"QuantExpress-SQ2";"P  KA1-HR-Min";"C,D,*";0,23;"PET";"Gas";80,557;;50;150
80;"Hg MA1-HR-Tr";;2,192;30;;"QuantExpress-SQ2";"P  KA1-HR-Tr";"C,D,*";0,23;"PET";"Gas";80,557;;60;140
80;"Hg MA1-HS-Min";;2,192;30;;"QuantExpress-SQ2";"P  KA1-HS-Min";"C,D,*";0,46;"PET";"Gas";80,557;;50;150
67;"Ho LA1-ALT-Min";;6,719;60;;"QuantExpress-SQ2";"Co KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";80,757;;50;150
67;"Ho LA1-ALT-Tr";;6,719;60;;"QuantExpress-SQ2";"Co KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";80,757;;60;140
67;"Ho LA1-HR-Min";;6,719;60;;"QuantExpress-SQ2";"Co KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";54,558;;50;150
67;"Ho LA1-HR-Tr";;6,719;60;;"QuantExpress-SQ2";"Co KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";54,558;;60;140
67;"Ho LA1-HS-Min";;6,719;60;;"QuantExpress-SQ2";"Co KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";54,558;;50;150
67;"Ho LA1-HS-Tr";;6,719;60;;"QuantExpress-SQ2";"Co KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";54,558;;60;140
67;"Ho LB1-ALT-Min";;7,524;60;;"QuantExpress-SQ2";"Co KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";70,697;;50;150
67;"Ho LB1-ALT-Tr";;7,524;60;;"QuantExpress-SQ2";"Co KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";70,697;;60;140
67;"Ho LB1-HR-Min";;7,524;60;;"QuantExpress-SQ2";"Co KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";48,323;;50;150
67;"Ho LB1-HR-Tr";;7,524;60;;"QuantExpress-SQ2";"Co KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";48,323;;60;140
67;"Ho LB1-HS-Min";;7,524;60;;"QuantExpress-SQ2";"Co KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";48,323;;50;150
67;"Ho LB1-HS-Tr";;7,524;60;;"QuantExpress-SQ2";"Co KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";48,323;;60;140
67;"Ho MA1-HR";;1,353;30;;"QuantExpress-SQ3";"Mg KA1-HR-Tr";"C,D,*";0,23;"XS-55";"Gas";19,015;;50;150
67;"Ho MA1-HS";;1,353;30;;"QuantExpress-SQ3";"Mg KA1-HS-Tr";"C,D,*";0,46;"XS-55";"Gas";19,015;;50;150
53;"I  KA1-ALT-Min";;28,61;60;;"QuantExpress-SQ2";"Sb KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";17,505;;50;150
53;"I  KA1-ALT-Tr";;28,61;60;;"QuantExpress-SQ2";"Sb KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";17,505;;60;140
53;"I  KA1-HR-Min";;28,61;60;;"QuantExpress-SQ2";"Sb KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";12,365;;50;150
53;"I  KA1-HR-Tr";;28,61;60;;"QuantExpress-SQ2";"Sb KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";12,365;;60;140
53;"I  KA1-HS-Min";;28,61;60;;"QuantExpress-SQ2";"Sb KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";12,365;;50;150
53;"I  KA1-HS-Tr";;28,61;60;;"QuantExpress-SQ2";"Sb KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";12,365;;60;140
53;"I  KB1-ALT-Min";;32,27;60;;"QuantExpress-SQ2";"Sb KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";15,509;;50;150
53;"I  KB1-ALT-Tr";;32,27;60;;"QuantExpress-SQ2";"Sb KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";15,509;;60;140
53;"I  KB1-HR-Min";;32,27;60;;"QuantExpress-SQ2";"Sb KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";10,96;;50;150
53;"I  KB1-HR-Tr";;32,27;60;;"QuantExpress-SQ2";"Sb KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";10,96;;60;140
53;"I  LA1-HR-Min";;3,938;50;;"QuantExpress-SQ2";"Ca KA1-HR-Min";"C,D,*";0,23;"LiF200";"Gas";102,877;;50;150
53;"I  LA1-HR-Tr";;3,938;50;;"QuantExpress-SQ2";"Ca KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Gas";102,877;;60;140
53;"I  LA1-HS-Min";;3,938;50;;"QuantExpress-SQ2";"Ca KA1-HS-Min";"C,D,*";0,46;"LiF200";"Gas";102,877;;50;150
53;"I  LA1-HS-Tr";;3,938;50;;"QuantExpress-SQ2";"Ca KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Gas";102,877;;60;140
53;"I  LB1-HR-Min";;4,22;50;;"QuantExpress-SQ1";"Ti KA1-HR-Min";"C,D,*";0,23;"LiF200";"Gas";93,709;;50;150
53;"I  LB1-HR-Tr";;4,22;50;;"QuantExpress-SQ1";"Ti KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Gas";93,709;;60;140
53;"I  LB1-HS-Min";;4,22;50;;"QuantExpress-SQ1";"Ti KA1-HS-Min";"C,D,*";0,46;"LiF200";"Gas";93,709;;50;150
53;"I  LB1-HS-Tr";;4,22;50;;"QuantExpress-SQ1";"Ti KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Gas";93,709;;60;140
49;"In KA1-ALT-Min";;24,21;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";20,72;;50;150
49;"In KA1-ALT-Min";"noFil";24,21;60;;"QuantExpress-SQ3";"Cd KA1-ALT-Min/NoFil";"C,D";0,23;"LiF220";"Sci.";20,72;;50;150
49;"In KA1-ALT-Tr";;24,21;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";20,72;;60;140
49;"In KA1-ALT-Tr";"noFil";24,21;60;;"QuantExpress-SQ3";"Cd KA1-ALT-Tr/NoFil";"C,D";0,23;"LiF220";"Sci.";20,72;;60;140
49;"In KA1-HR-Min";;24,21;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";14,623;;50;150
49;"In KA1-HR-Min";"noFil";24,21;60;;"QuantExpress-SQ3";"Cd KA1-HR-Min/NoFil";"C,D";0,23;"LiF200";"Sci.";14,623;;50;150
49;"In KA1-HR-Tr";;24,21;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";14,623;;60;140
49;"In KA1-HR-Tr";"noFil";24,21;60;;"QuantExpress-SQ3";"Cd KA1-HR-Tr/NoFil";"C,D";0,23;"LiF200";"Sci.";14,623;;60;140
49;"In KA1-HS-Min";;24,21;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";14,623;;50;150
49;"In KA1-HS-Min";"noFil";24,21;60;;"QuantExpress-SQ3";"Cd KA1-HS-Min/NoFil";"C,D";0,46;"LiF200";"Sci.";14,623;;50;150
49;"In KA1-HS-Tr";;24,21;60;"Cu 200um";"QuantExpress-SQ3";"Cd KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";14,623;;60;140
49;"In KA1-HS-Tr";"noFil";24,21;60;;"QuantExpress-SQ3";"Cd KA1-HS-Tr/NoFil";"C,D";0,46;"LiF200";"Sci.";14,623;;60;140
49;"In KB1-ALT-Min";;27,26;60;;"QuantExpress-SQ3";"Cd KA1-ALT-Min/NoFil";"C,D,*";0,23;"LiF220";"Sci.";18,381;;50;150
49;"In KB1-ALT-Tr";;27,26;60;;"QuantExpress-SQ3";"Cd KA1-ALT-Tr/NoFil";"C,D,*";0,23;"LiF220";"Sci.";18,381;;60;140
49;"In KB1-HR-Min";;27,26;60;;"QuantExpress-SQ3";"Cd KA1-HR-Min/NoFil";"C,D,*";0,23;"LiF200";"Sci.";12,981;;50;150
49;"In KB1-HR-Tr";;27,26;60;;"QuantExpress-SQ3";"Cd KA1-HR-Tr/NoFil";"C,D,*";0,23;"LiF200";"Sci.";12,981;;60;140
49;"In LA1-HR-Min";;3,285;50;;"QuantExpress-SQ3";"K  KA1-HR-Min/PET";"C,D,*";0,23;"PET";"Gas";51,115;;50;150
49;"In LA1-HR-Tr";;3,285;50;;"QuantExpress-SQ3";"K  KA1-HR-Tr/PET";"C,D,*";0,23;"PET";"Gas";51,115;;60;140
49;"In LA1-HS-Min";;3,285;50;;"QuantExpress-SQ3";"K  KA1-HS-Min/PET";"C,D,*";0,46;"PET";"Gas";51,115;;50;150
49;"In LA1-HS-Tr";;3,285;50;;"QuantExpress-SQ3";"K  KA1-HS-Tr/PET";"C,D,*";0,46;"PET";"Gas";51,115;;60;140
77;"Ir LA1-ALT-Min";;9,175;60;;"QuantExpress-SQ2";"Pb LA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";56,649;;50;150
77;"Ir LA1-ALT-Tr";;9,175;60;;"QuantExpress-SQ2";"Pb LA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";56,649;;60;140
77;"Ir LA1-HR-Min";;9,175;60;;"QuantExpress-SQ2";"Pb LA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";39,228;;50;150
77;"Ir LA1-HR-Tr";;9,175;60;;"QuantExpress-SQ2";"Pb LA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";39,228;;60;140
77;"Ir LA1-HS-Min";;9,175;60;;"QuantExpress-SQ2";"Pb LA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";39,228;;50;150
77;"Ir LA1-HS-Tr";;9,175;60;;"QuantExpress-SQ2";"Pb LA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";39,228;;60;140
77;"Ir LB1-ALT-Min";;10,71;60;;"QuantExpress-SQ2";"Pb LA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";47,988;;50;150
77;"Ir LB1-HR-Min";;10,71;60;;"QuantExpress-SQ2";"Pb LA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";33,44;;50;150
77;"Ir LB1-HR-Tr";;10,71;60;;"QuantExpress-SQ2";"Pb LA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";33,44;;60;140
77;"Ir LB1-HS-Min";;10,71;60;;"QuantExpress-SQ2";"Pb LA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";33,44;;50;150
77;"Ir LB1-HS-Tr";;10,71;60;;"QuantExpress-SQ2";"Pb LA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";33,44;;60;140
77;"Ir MA1,2-HR-Min";;1,978;30;;"QuantExpress-SQ2";"P  KA1-HR-Min";"C,D,*";0,23;"PET";"Gas";91,499;;50;150
77;"Ir MA1,2-HR-Tr";;1,978;30;;"QuantExpress-SQ2";"P  KA1-HR-Tr";"C,D,*";0,23;"PET";"Gas";91,499;;60;140
77;"Ir MA1,2-HS-Min";;1,978;30;;"QuantExpress-SQ2";"P  KA1-HS-Min";"C,D,*";0,46;"PET";"Gas";91,499;;50;150
77;"Ir MA1,2-HS-Tr";;1,978;30;;"QuantExpress-SQ2";"P  KA1-HS-Tr";"C,D,*";0,46;"PET";"Gas";91,499;;60;140
19;"K  KA1-HR-Min";;3,314;50;;"QuantExpress-SQ3";"K  KA1-HR-Min";"C,D,*";0,23;"LiF200";"Gas";"136,607*";;50;150
19;"K  KA1-HR-Min";"L";3,314;40;;"QuantExpress-SQ3";"K  KA1-HR-Min/L";"*";0,23;"LiF200";"Gas";"136,622*";135,667;69,17;130
19;"K  KA1-HR-Min";"PET";3,314;50;;"QuantExpress-SQ3";"K  KA1-HR-Min/PET";"C,D";0,23;"PET";"Gas";50,645;;50;150
19;"K  KA1-HR-Min";"PET-QE";3,314;50;;;;;0,23;"PET";"Gas";50,645;"42,999; 57,999";50;150
19;"K  KA1-HR-Tr";;3,314;50;;"QuantExpress-SQ3";"K  KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Gas";136,527;;60;140
19;"K  KA1-HR-Tr";"PET";3,314;50;;"QuantExpress-SQ3";"K  KA1-HR-Tr/PET";"C,D";0,23;"PET";"Gas";50,645;;60;140
19;"K  KA1-HR-Tr";"PET-QE";3,314;50;;;;;0,23;"PET";"Gas";50,645;"42,999; 57,999";60;140
19;"K  KA1-HS-Min";;3,314;50;;"QuantExpress-SQ3";"K  KA1-HS-Min";"C,D,*";0,46;"LiF200";"Gas";136,527;;50;150
19;"K  KA1-HS-Min";"granit";3,314;50;;;;;0,23;"LiF200";"Gas";"136,718*";135,53;65,83;135
19;"K  KA1-HS-Min";"granit new";3,314;50;;"QuantExpress-SQ3";"K  KA1-HS-Min";"C,D";0,46;"LiF200";"Gas";136,527;;50;150
19;"K  KA1-HS-Min";"Oxid_IZK";3,314;40;;;;;0,46;"LiF200";"Gas";136,527;138,056;72,92;130
19;"K  KA1-HS-Min";"PET";3,314;50;;"QuantExpress-SQ3";"K  KA1-HS-Min/PET";"C,D";0,46;"PET";"Gas";50,645;;50;150
19;"K  KA1-HS-Min";"PET-QE";3,314;50;;;;;0,46;"PET";"Gas";50,645;"42,999; 57,999";50;150
19;"K  KA1-HS-Tr";;3,314;50;;"QuantExpress-SQ3";"K  KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Gas";136,527;;60;140
19;"K  KA1-HS-Tr";"PET";3,314;50;;"QuantExpress-SQ3";"K  KA1-HS-Tr/PET";"C,D";0,46;"PET";"Gas";50,645;;60;140
19;"K  KA1-HS-Tr";"PET-QE";3,314;50;;;;;0,46;"PET";"Gas";50,645;"42,999; 57,999";60;140
19;"K  KA1-Maj";;3,314;50;;"QuantExpress-SQ3";"K  KA1-Maj";"C,D,*";0,23;"LiF200";"Gas";136,527;;35;300
19;"K  KB1-HR-Min";;3,589;50;;"QuantExpress-SQ3";"K  KA1-HR-Min";"C,D,*";0,23;"LiF200";"Gas";118,125;;50;150
19;"K  KB1-HR-Tr";;3,589;50;;"QuantExpress-SQ3";"K  KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Gas";118,125;;60;140
19;"K  KB1-HS-Min";;3,589;50;;"QuantExpress-SQ3";"K  KA1-HS-Min";"C,D,*";0,46;"LiF200";"Gas";118,125;;50;150
19;"K  KB1-HS-Tr";;3,589;50;;"QuantExpress-SQ3";"K  KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Gas";118,125;;60;140
19;"K  KB1-Maj";;3,589;50;;"QuantExpress-SQ3";"K  KA1-Maj";"C,D,*";0,23;"LiF200";"Gas";118,125;;35;300
57;"La KA1-ALT-Min";;33,44;60;;"QuantExpress-SQ1";"Ba KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";14,962;;50;150
57;"La KA1-ALT-Tr";;33,44;60;;"QuantExpress-SQ1";"Ba KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";14,962;;60;140
57;"La KA1-HR-Min";;33,44;60;;"QuantExpress-SQ1";"Ba KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";10,575;;50;150
57;"La KA1-HR-Tr";;33,44;60;;"QuantExpress-SQ1";"Ba KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";10,575;;60;140
57;"La KB1-ALT-Min";;37,8;60;;"QuantExpress-SQ1";"Ba KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";13,228;;50;150
57;"La KB1-ALT-Tr";;37,8;60;;"QuantExpress-SQ1";"Ba KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";13,228;;60;140
57;"La KB1-HR-Min";;37,8;60;;"QuantExpress-SQ1";"Ba KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";9,353;;50;150
57;"La KB1-HR-Tr";;37,8;60;;"QuantExpress-SQ1";"Ba KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";9,353;;60;140
57;"La LA1-HR-Min";;4,648;50;;"QuantExpress-SQ1";"Ti KA1-HR-Min";"C,D,*";0,23;"LiF200";"Gas";82,973;;50;150
57;"La LA1-HR-Tr";;4,648;50;;"QuantExpress-SQ1";"Ti KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Gas";82,973;;60;140
57;"La LA1-HR-Tr";"Ca_Nd_karb";4,648;50;;"QuantExpress-SQ1";"Ti KA1-HR-Tr";"C,D";0,23;"LiF200";"Gas";82,973;;60;140
57;"La LA1-HS-Min";;4,648;50;;"QuantExpress-SQ1";"Ti KA1-HS-Min";"C,D,*";0,46;"LiF200";"Gas";82,973;;50;150
57;"La LA1-HS-Min";"L";4,648;50;;"Rekal-MSAN-1";"La LA1-HS-Min/L";"D-,*";0,23;"LiF200";"Gas";"82,946*";"82,400; 83,850";74,17;127,1
57;"La LA1-HS-Tr";;4,648;50;;"QuantExpress-SQ1";"Ti KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Gas";82,973;;60;140
57;"La LA1";"GEO-QUANT";4,648;50;;"DC_AusMon, DC_Herasil";"La LA1/GEO-QUANT";"D-";0,23;"LiF200";"Gas";"82,916*";"80,640; 89,088";59,58;160
57;"La LB1-HR-Min";;5,044;50;;"QuantExpress-SQ1";"Ti KA1-HR-Min";"C,D,*";0,23;"LiF200";"Gas";75,253;;50;150
57;"La LB1-HR-Tr";;5,044;50;;"QuantExpress-SQ1";"Ti KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Gas";75,253;;60;140
57;"La LB1-HS-Min";;5,044;50;;"QuantExpress-SQ1";"Ti KA1-HS-Min";"C,D,*";0,46;"LiF200";"Gas";75,253;;50;150
57;"La LB1-HS-Tr";;5,044;50;;"QuantExpress-SQ1";"Ti KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Gas";75,253;;60;140
12;"Mg KA1-HR-Min";;1,253;30;;"QuantExpress-SQ3";"Mg KA1-HR-Min";"C,D,*";0,23;"XS-55";"Gas";"20,499*";;40;160
12;"Mg KA1-HR-Min";"L";1,253;30;;"QuantExpress-SQ3";"Mg KA1-HR-Min/L";"*";0,23;"XS-55";"Gas";"20,535*";22,492;55,83;149,2
12;"Mg KA1-HR-Min";"Oxid_IZK";1,253;30;;"QuantExpress-SQ3";"Mg KA1-HR-Min/Oxid_IZK";;0,23;"XS-55";"Gas";20,531;21,531;62,92;145,8
12;"Mg KA1-HR-Min";"QE";1,253;30;;;;;0,23;"XS-55";"Gas";20,531;"14,864; 74,211";40;160
12;"Mg KA1-HR-Tr";;1,253;30;;"QuantExpress-SQ3";"Mg KA1-HR-Tr";"C,D,*";0,23;"XS-55";"Gas";20,531;;50;150
12;"Mg KA1-HR-Tr";"QE";1,253;30;;;;;0,23;"XS-55";"Gas";20,531;"14,864; 74,211";50;150
12;"Mg KA1-HS-Min";;1,253;30;;"QuantExpress-SQ3";"Mg KA1-HS-Min";"C,D,*";0,46;"XS-55";"Gas";20,531;;40;160
12;"Mg KA1-HS-Min";"granit";1,253;30;;"QuantExpress-SQ3";"Mg KA1-HS-Min/granit";"C";0,46;"XS-55";"Gas";"20,548*";22,57;62,92;147,9
12;"Mg KA1-HS-Min";"granit new";1,253;30;;"QuantExpress-SQ3";"Mg KA1-HS-Min";"C,D";0,46;"XS-55";"Gas";20,531;;40;160
12;"Mg KA1-HS-Min";"QE";1,253;30;;;;;0,46;"XS-55";"Gas";20,531;"14,864; 74,211";40;160
12;"Mg KA1-HS-Min";"veg";1,253;30;;"QuantExpress-SQ3";"Mg KA1-HS-Min/veg";"C,*";0,46;"XS-55";"Gas";20,531;"19,018; 21,869";59,17;152,9
12;"Mg KA1-HS-Tr";;1,253;30;;"QuantExpress-SQ3";"Mg KA1-HS-Tr";"C,D,*";0,46;"XS-55";"Gas";20,531;;50;150
12;"Mg KA1-HS-Tr";"QE";1,253;30;;;;;0,46;"XS-55";"Gas";20,531;"14,864; 74,211";50;150
25;"Mn KA1-ALT-Min";;5,899;60;;"QuantExpress-SQ1";"Mn KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";"95,180*";;50;150
25;"Mn KA1-ALT-Tr";;5,899;60;;"QuantExpress-SQ1";"Mn KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";95,105;;60;140
25;"Mn KA1-ALT-Tr";"Ca_Nd_karb";5,899;60;;"QuantExpress-SQ1";"Mn KA1-ALT-Tr";"C,D";0,23;"LiF220";"Sci.";95,105;;60;140
25;"Mn KA1-HR-Min";;5,899;60;;"QuantExpress-SQ1";"Mn KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";"62,970*";;50;150
25;"Mn KA1-HR-Min";"Ca_Nd_karb";5,899;50;;"Rekal-MSAN-1";"Mn KA1-HR-Min/Ca_Nd_karb";"D-";0,23;"LiF200";"Sci.";"62,988*";63,66;50;150
25;"Mn KA1-HR-Tr";;5,899;60;;"QuantExpress-SQ1";"Mn KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";62,939;;60;140
25;"Mn KA1-HR-Tr";"L";5,899;50;;"QuantExpress-SQ1";"Mn KA1-HR-Tr/L";"*";0,23;"LiF200";"Sci.";"62,998*";63,657;49,17;157,1
25;"Mn KA1-HS-Min";;5,899;60;;"QuantExpress-SQ1";"Mn KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";62,939;;50;150
25;"Mn KA1-HS-Min";"granit";5,899;60;;;;;0,23;"LiF200";"Sci.";"63,028*";63,817;54,17;150
25;"Mn KA1-HS-Min";"granit new";5,899;60;;"QuantExpress-SQ1";"Mn KA1-HS-Min";"C,D";0,46;"LiF200";"Sci.";62,939;;50;150
25;"Mn KA1-HS-Min";"Oxid_IZK";5,899;40;;;;;0,46;"LiF200";"Sci.";62,939;64;50;155,8
25;"Mn KA1-HS-Tr";;5,899;60;;"QuantExpress-SQ1";"Mn KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";62,939;;60;140
25;"Mn KA1-Maj";;5,899;50;;"QuantExpress-SQ1";"Mn KA1-Maj";"C,D,*";0,23;"LiF200";"Sci.";62,939;;35;300
25;"Mn KA1";"GEO-QUANT";5,899;60;;"DC_AusMon";"Mn KA1/GEO-QUANT";"D-";0,23;"LiF220";"Sci.";"95,188*";"93,006; 98,158";30;165
25;"Mn KB1-ALT-Min";;6,489;60;;"QuantExpress-SQ1";"Mn KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";84,267;;50;150
25;"Mn KB1-ALT-Tr";;6,489;60;;"QuantExpress-SQ1";"Mn KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";84,267;;60;140
25;"Mn KB1-HR-Min";;6,489;60;;"QuantExpress-SQ1";"Mn KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";56,669;;50;150
25;"Mn KB1-HR-Tr";;6,489;60;;"QuantExpress-SQ1";"Mn KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";56,669;;60;140
25;"Mn KB1-HS-Tr";;6,489;60;;"QuantExpress-SQ1";"Mn KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";56,669;;60;140
25;"Mn LA1-HR";;0,6371;30;;"QuantExpress-SQ3";"F  KA1-HR";"C,D,*";0,23;"XS-55";"Gas";40,768;;50;150
25;"Mn LA1-HS";;0,6371;30;;"QuantExpress-SQ3";"F  KA1-HS";"C,D,*";0,46;"XS-55";"Gas";40,768;;50;150
42;"Mo KA1-ALT-Min";;17,48;60;;"QuantExpress-SQ1";"Mo KA1-ALT-Min";"C,D,*";0,23;"LiF220";"Sci.";28,845;;50;150
42;"Mo KA1-ALT-Tr";;17,48;60;;"QuantExpress-SQ1";"Mo KA1-ALT-Tr";"C,D,*";0,23;"LiF220";"Sci.";28,845;;60;140
42;"Mo KA1-HR-Min";;17,48;60;;"QuantExpress-SQ1";"Mo KA1-HR-Min";"C,D,*";0,23;"LiF200";"Sci.";20,302;;50;150
42;"Mo KA1-HR-Min";"T";17,48;50;;"QuantExpress-SQ1";"Mo KA1-HR-Min/T";"*";0,17;"LiF220";"Sci.";"28,873*";"28,340; 29,370";62,08;140,8
42;"Mo KA1-HR-Tr";;17,48;60;;"QuantExpress-SQ1";"Mo KA1-HR-Tr";"C,D,*";0,23;"LiF200";"Sci.";20,302;;60;140
42;"Mo KA1-HS-Min";;17,48;60;;"QuantExpress-SQ1";"Mo KA1-HS-Min";"C,D,*";0,46;"LiF200";"Sci.";20,302;;50;150
42;"Mo KA1-HS-Tr";;17,48;60;;"QuantExpress-SQ1";"Mo KA1-HS-Tr";"C,D,*";0,46;"LiF200";"Sci.";20,302;;60;140
42;"Mo KA1-Maj";;17,48;50;;"QuantExpress-SQ1";"Mo KA1-Maj";"C,D,*";0,23;"LiF200";"Sci.";20,302;;35;300
42;"Mo KA1";"GEO-QUANT";17,48;60;;"DC_AusMon";"Mo KA1/GEO-QUANT";"D-";0,23;"LiF220";"Sci.";"28,873*";"28,230; 29,842; 32,874";40;160
